"V1","V2","V3","V4","V5","V6","V7","V8","V9"
"Bra035119","PF00171","PTHR11699","KOG2451","1.2.1.16","K00135","AT1G79440.1","ALDH5F1,SSADH,SSADH1","aldehyde dehydrogenase 5F1"
"Bra035153","PF03469","","","","","AT1G80990.1","","XH domain-containing protein"
"Bra035168","PF00202","PTHR11986","KOG1401","","","AT1G80600.1","WIN1","HOPW1-1-interacting 1"
"Bra035186","PF00134,PF02984","PTHR10177","KOG0654","","","AT1G80370.1","CYCA2;4","Cyclin A2;4"
"Bra035211","PF08534,PF00255,PF00578","PTHR11592","KOG1651","","","AT4G11600.1","ATGPX6,GPX6,LSC803,PHGPX","glutathione peroxidase 6"
"Bra035213","PF00702","PTHR18901","KOG2914","","","AT4G11570.1","","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein"
"Bra035219","PF01399","PTHR14005","KOG2072","","K03254","AT4G11420.1","ATEIF3A-1,ATTIF3A1,EIF3A,EIF3A-1,TIF3A1","eukaryotic translation initiation factor 3A"
"Bra035244","PF03009","PTHR23344","KOG2258","","","AT4G26690.1","GPDL2,MRH5,SHV3","PLC-like phosphodiesterase family protein"
"Bra035251","PF00889","PTHR11741","KOG1071","","","AT4G11120.1","","translation elongation factor Ts (EF-Ts), putative"
"Bra035281","PF03328","","","","","AT4G10750.1","","Phosphoenolpyruvate carboxylase family protein"
"Bra035296","PF00462","PTHR12782","KOG3029","","","AT5G42150.1","","Glutathione S-transferase family protein"
"Bra035298","PF00297","PTHR11363","KOG0746","","K02925","AT1G43170.1","ARP1,emb2207,RP1,RPL3A","ribosomal protein 1"
"Bra035360","PF00481","PTHR13832","KOG0698","","","AT5G36250.1","","Protein phosphatase 2C family protein"
"Bra035365","PF04851","PTHR10887","KOG1803","","","AT5G35970.1","","P-loop containing nucleoside triphosphate hydrolases superfamily protein"
"Bra035413","PF00270,PF00271","PTHR10967","KOG0333","","","AT1G59990.1","","DEA(D/H)-box RNA helicase family protein"
"Bra035446","PF01490","PTHR22950","KOG1303","","","AT1G58360.1","AAP1,NAT2","amino acid permease 1"
"Bra035486","PF01597","PTHR11715","KOG3373","","","AT1G32470.1","","Single hybrid motif superfamily protein"
"Bra035490","PF00111","","","","K02639","AT1G32550.1","","2Fe-2S ferredoxin-like superfamily protein"
"Bra035544","PF00696","PTHR21499","KOG0456","2.7.2.4","K00928","AT3G02020.1","AK3","aspartate kinase 3"
"Bra035563","PF05697,PF00254,PF05698","","","","","AT5G55220.1","","trigger factor type chaperone family protein"
"Bra035565","PF00091,PF12327","","","","","AT5G55280.1","ATFTSZ1-1,CPFTSZ,FTSZ1-1","homolog of bacterial cytokinesis Z-ring protein FTSZ 1-1"
"Bra035574","","","","","","AT5G55450.1","","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein"
"Bra035608","PF00400","PTHR22847","","","","AT5G56190.2","","Transducin/WD40 repeat-like superfamily protein"
"Bra035633","PF00320","PTHR10071","","","","AT5G56860.1","GATA21,GNC","GATA type zinc finger transcription factor family protein"
"Bra035649","PF12515,PF00690,PF00122,PF00702,PF00689","PTHR11939","KOG0204","","","AT5G57110.1","ACA8,AT-ACA8","autoinhibited Ca2+ -ATPase, isoform 8"
"Bra035658","PF03330,PF01357","","","","","AT2G28950.1","ATEXP6,ATEXPA6,ATHEXP ALPHA 1.8,EXPA6","expansin A6"
"Bra035721","PF03937","PTHR12469","KOG3326","","","AT5G51040.1","",""
"Bra035734","PF03981","PTHR12184","KOG2873","","","AT5G51220.1","","ubiquinol-cytochrome C chaperone family protein"
"Bra035836","PF00202","PTHR11986","KOG1401","5.4.3.8","K01845","AT5G63570.1","GSA1","glutamate-1-semialdehyde-2,1-aminomutase"
"Bra035841","PF00571,PF00564","PTHR11911","","","","AT5G63490.1","","CBS / octicosapeptide/Phox/Bemp1 (PB1) domains-containing protein"
"Bra035847","PF00406,PF05191","PTHR23359","KOG3078","","","AT5G63400.1","ADK1","adenylate kinase 1"
"Bra035848","PF00439,PF00334","PTHR11349","KOG0888","","","AT5G63320.2","NPX1","nuclear protein X1"
"Bra035864","PF00650","PTHR10174","KOG1470","","","AT5G63060.1","","Sec14p-like phosphatidylinositol transfer family protein"
"Bra035880","PF04695","PTHR23058","KOG2629","","K13343","AT5G62810.1","ATPEX14,PED2,PEX14","peroxin 14"
"Bra035881","PF02670,PF08436","","","1.1.1.267","K00099","AT5G62790.1","DXR,PDE129","1-deoxy-D-xylulose 5-phosphate reductoisomerase"
"Bra035913","PF00262","PTHR11073","KOG0675","","K08054","AT5G61790.1","ATCNX1,CNX1","calnexin 1"
"Bra035916","","","","","","AT5G61670.1","",""
"Bra035939","PF01090","PTHR11710","KOG3411","","","AT5G61170.1","","Ribosomal protein S19e family protein"
"Bra035973","","","","","","AT1G05440.1","","C-8 sterol isomerases"
"Bra035980","PF00347","PTHR11655","KOG3255","","K02940","AT1G33140.1","PGY2","Ribosomal protein L6 family"
"Bra035994","PF03079,PF02311,PF07883","PTHR23418","KOG2107","","","AT5G43850.1","ARD4,ATARD4","RmlC-like cupins superfamily protein"
"Bra036001","PF05703,PF08458","","","","","AT5G43870.1","","Plant protein of unknown function (DUF828) with plant pleckstrin homology-like region"
"Bra036074","","","","","","AT3G50370.1","",""
"Bra036117","PF01282","PTHR10496","KOG3424","","K02974","AT3G04920.1","","Ribosomal protein S24e family protein"
"Bra036120","PF00575","PTHR10724","","","K02945","AT5G30510.1","ARRPS1,RPS1","ribosomal protein S1"
"Bra036146","","","","","","AT5G49280.1","","hydroxyproline-rich glycoprotein family protein"
"Bra036155","PF00544","","","4.2.2.2","K01728","AT5G48900.1","","Pectin lyase-like superfamily protein"
"Bra036169","","","","","","AT5G48470.1","",""
"Bra036184","PF07227","PTHR21736","","","","AT5G48160.1","OBE2","Protein of unknown function (DUF1423)"
"Bra036193","PF00406","PTHR23359","KOG3078","","","AT5G47840.1","AMK2","adenosine monophosphate kinase"
"Bra036216","PF02622","","","","","AT3G29240.1","","Protein of unknown function (DUF179)"
"Bra036233","PF03171","","KOG4176","","","AT4G02940.1","","oxidoreductase, 2OG-Fe(II) oxygenase family protein"
"Bra036234","PF00009,PF03144,PF03143","PTHR23115","KOG0460","3.6.5.3","K02358","AT4G02930.1","","GTP binding Elongation factor Tu family protein"
"Bra036243","","","","","","AT4G02725.1","",""
"Bra036247","","","","","","AT4G02715.1","",""
"Bra036251","PF00170,PF07716,PF12498","PTHR22952:SF9","","","","AT4G02640.2","ATBZIP10,BZO2H1","bZIP transcription factor family protein"
"Bra036252","PF00069,PF07714","PTHR23258","KOG1187","","","AT4G02630.1","","Protein kinase superfamily protein"
"Bra036258","","","","","","AT4G02530.1","","chloroplast thylakoid lumen protein"
"Bra036266","","","","","","AT4G02440.1","EID1","F-box family protein"
"Bra036316","PF00182","PTHR22595","KOG4742","","","AT4G01700.1","","Chitinase family protein"
"Bra036321","PF08127,PF00112","PTHR12411","KOG1543","3.4.22.1","K01363","AT4G01610.1","","Cysteine proteinases superfamily protein"
"Bra036365","PF08534,PF00578","PTHR10681","KOG0855","1.11.1.15","K03564","AT3G26060.1","ATPRX Q","Thioredoxin superfamily protein"
"Bra036409","PF12263","","","","","AT2G15290.1","ATTIC21,CIA5,PIC1,TIC21","translocon at inner membrane of chloroplasts 21"
"Bra036448","PF00291","PTHR10314","KOG1252","2.5.1.47","K01738","AT3G03630.1","CS26","cysteine synthase 26"
"Bra036490","PF00155,PF01212","PTHR11751","KOG0259","4.4.1.-","K11819","AT2G20610.1","ALF1,HLS3,RTY,RTY1,SUR1","Tyrosine transaminase family protein"
"Bra036495","PF00677","PTHR21098","KOG3310","2.5.1.9","K00793","AT2G20690.1","","lumazine-binding family protein"
"Bra036518","PF02482","","","","","AT5G24490.1","","30S ribosomal protein, putative"
"Bra036527","","","KOG4210","","","AT5G24890.1","",""
"Bra036528","PF00643,PF06203","","KOG1601","","","AT5G24930.1","ATCOL4,COL4","CONSTANS-like 4"
"Bra036548","PF01535","PTHR10483","","","","AT5G25630.1","","Tetratricopeptide repeat (TPR)-like superfamily protein"
"Bra036580","PF00406","PTHR23359","KOG3079","2.7.4.-,2.7.4.14","K13800","AT5G26667.2","PYR6","P-loop containing nucleoside triphosphate hydrolases superfamily protein"
"Bra036585","PF00043,PF00749,PF03950","PTHR10119","KOG1147","6.1.1.17","K01885","AT5G26710.1","","Glutamyl/glutaminyl-tRNA synthetase, class Ic"
"Bra036593","PF00069,PF07714","PTHR11295","KOG0658","2.7.1.-","K00924","AT5G26751.1","ATSK11,SK 11","shaggy-related kinase 11"
"Bra036599","PF07887","PTHR10971","","","","AT5G26920.1","CBP60G","Cam-binding protein 60-like G"
"Bra036606","PF00481","PTHR13832","KOG0698","","","AT5G27930.1","","Protein phosphatase 2C family protein"
"Bra036611","PF00828","PTHR10934","KOG1714","","K02883","AT5G27850.1","","Ribosomal protein L18e/L15 superfamily protein"
"Bra036615","PF01423","PTHR23338","KOG3293","","K12623","AT5G27720.1","emb1644","Small nuclear ribonucleoprotein family protein"
"Bra036618","PF01249","PTHR10442","KOG3486","","K02971","AT5G27700.1","","Ribosomal protein S21e"
"Bra036625","PF00153","PTHR11896","KOG0769","","","AT5G27520.1","PNC2","peroxisomal adenine nucleotide carrier 2"
"Bra036669","PF00572","PTHR11545","KOG3204","","K02872","AT3G24830.1","","Ribosomal protein L13 family protein"
"Bra036699","PF00349,PF03727","PTHR19443","KOG1369","2.7.1.1","K00844","AT4G29130.1","ATHXK1,GIN2,HXK1","hexokinase 1"
"Bra036730","PF07851","PTHR21433","KOG4758","","","AT1G33230.1","","TMPIT-like protein"
"Bra036740","PF04863,PF00155,PF04864","PTHR11751","","","","AT1G34060.1","","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein"
"Bra036763","PF00829","PTHR21349","KOG1686","","K02888","AT1G35680.1","","Ribosomal protein L21"
"Bra036764","PF00191","PTHR10502","KOG0819","","","AT1G35720.1","ANNAT1,ATOXY5,OXY5","annexin 1"
"Bra036797","PF02383","PTHR11200","KOG1889","","","AT3G51460.1","RHD4","Phosphoinositide phosphatase family protein"
"Bra036804","","PTHR11439","","","","AT4G23160.1","CRK8","cysteine-rich RLK (RECEPTOR-like protein kinase) 8"
"Bra036823","PF09202,PF01163,PF06293","PTHR10593","KOG2268","2.7.11.1","K07179","AT3G51270.1","","protein serine/threonine kinases;ATP binding;catalytics"
"Bra036827","PF06911","PTHR21068","","","","AT3G51250.1","","Senescence/dehydration-associated protein-related"
"Bra036882","PF01747","PTHR11055","KOG0636","2.7.1.25,2.7.7.4","K13811","AT4G14680.1","APS3","Pseudouridine synthase/archaeosine transglycosylase-like family protein"
"Bra036883","PF00504","PTHR14154","","","","AT4G14690.1","ELIP2","Chlorophyll A-B binding family protein"
"Bra036904","PF00227","PTHR11599","KOG0177","3.4.25.1","K02734","AT3G22630.1","PBD1,PRCGB","20S proteasome beta subunit D1"
"Bra036908","PF04844","","","","","AT4G14860.1","atofp11,OFP11","ovate family protein 11"
"Bra036931","","","KOG2181","","","AT1G43850.1","SEU","SEUSS transcriptional co-regulator"
"Bra036935","PF00481","PTHR13832","KOG0698","","","AT1G43900.1","","Protein phosphatase 2C family protein"
"Bra036992","PF12014","","","","","AT4G33630.1","EX1","Protein of unknown function (DUF3506)"
"Bra037042","","","","","K09834","AT4G32770.1","ATSDX1,VTE1","tocopherol cyclase, chloroplast / vitamin E deficient 1 (VTE1) / sucrose export defective 1 (SXD1)"
"Bra037055","","","","","","AT4G13530.1","",""
"Bra037068","PF00227","PTHR11599","KOG0177","3.4.25.1","K02734","AT3G22630.1","PBD1,PRCGB","20S proteasome beta subunit D1"
"Bra037080","PF01777","PTHR10497","KOG3418","","K02901","AT4G15000.1","","Ribosomal L27e protein family"
"Bra037091","PF02421,PF01926,PF06071","PTHR23305","KOG1491","","K06942","AT1G56050.1","","GTP-binding protein-related"
"Bra037149","","","","","","","",""
"Bra037160","PF00412,PF12315","PTHR18973","KOG1703","","","AT5G66620.1","DAR6","DA1-related protein 6"
"Bra037164","PF01716","","","","K02716","AT5G66570.1","MSP-1,OE33,OEE1,OEE33,PSBO-1,PSBO1","PS II oxygen-evolving complex 1"
"Bra037177","PF00257","","","","","AT5G66400.1","ATDI8,RAB18","Dehydrin family protein"
"Bra037191","PF00581","PTHR13253","KOG1530","","","AT5G66040.1","STR16","sulfurtransferase protein 16"
"Bra037196","","","","","","AT2G10940.1","","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein"
"Bra037200","","","","","","AT2G11910.1","",""
"Bra037210","PF00390,PF03949","PTHR23406","KOG1257","1.1.1.39","K00028","AT2G13560.1","NAD-ME1","NAD-dependent malic enzyme 1"
"Bra037215","PF00023,PF01529","PTHR22883","KOG0509","","","AT2G14255.1","","Ankyrin repeat family protein with DHHC zinc finger domain"
"Bra037306","PF08294","PTHR13032","KOG4836","","","AT4G00026.1","",""
"Bra037309","PF04755","","","","","AT4G00030.1","","Plastid-lipid associated protein PAP / fibrillin family protein"
"Bra037337","PF07690,PF00083","PTHR11662","KOG2532","","","AT4G00370.1","ANTR2,PHT4;4","Major facilitator superfamily protein"
"Bra037358","PF00917","PTHR10420","KOG1987","","","AT4G00780.1","","TRAF-like family protein"
"Bra037364","PF00281,PF00673","PTHR11994","KOG0398","","","AT4G01290.1","",""
"Bra037380","","","","","","AT4G01150.1","",""
"Bra037386","PF00201","PTHR11926","KOG1192","","","AT4G01070.1","GT72B1,UGT72B1","UDP-Glycosyltransferase superfamily protein"
"Bra037389","","PTHR11177:SF3","","","","AT4G01050.1","TROL","thylakoid rhodanese-like"
"Bra037405","PF02519","","","","K14488","AT4G00880.1","","SAUR-like auxin-responsive protein family"
"Bra037409","PF00428","PTHR21141","KOG1762","","K02942","AT4G00810.1","","60S acidic ribosomal protein family"
"Bra037411","PF00917","PTHR10420","KOG1987","","","AT4G00780.1","","TRAF-like family protein"
"Bra037412","PF03168","","","","","AT4G01410.1","","Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family"
"Bra037439","PF00133,PF09334,PF08264,PF06827","PTHR11946","KOG0433","6.1.1.5","K01870","AT5G49030.3","OVA2","tRNA synthetase class I (I, L, M and V) family protein"
"Bra037460","PF00651,PF03000","","","","","AT5G48800.1","","Phototropic-responsive NPH3 family protein"
"Bra037475","PF05542","","","","","AT5G48590.1","","Protein of unknown function (DUF760)"
"Bra037476","PF00254","PTHR10516","KOG0549","5.2.1.8","K09569","AT5G48580.1","FKBP15-2","FK506- and rapamycin-binding protein 15 kD-2"
"Bra037623","","PTHR13205","KOG2468","2.7.1.108","K00902","AT3G45040.1","","phosphatidate cytidylyltransferase family protein"
"Bra037651","PF00232","PTHR10353","KOG0626","3.2.1.21","K01188","AT2G44450.1","BGLU15","beta glucosidase 15"
"Bra037655","PF03107,PF07649","PTHR13871:SF2","","","","AT2G44370.1","","Cysteine/Histidine-rich C1 domain family protein"
"Bra037669","PF03168,PF03947","PTHR13691","","","","AT2G44060.1","","Late embryogenesis abundant protein, group 2"
"Bra037696","PF02290","PTHR12013","KOG1761","","","AT2G43640.1","","Signal recognition particle, SRP9/SRP14 subunit"
"Bra037731","PF04554,PF01190","","","","","AT2G43150.1","","Proline-rich extensin-like family protein"
"Bra037761","PF05479","","","","K02701","AT5G64040.1","PSAN","photosystem I reaction center subunit PSI-N, chloroplast, putative / PSI-N, putative (PSAN)"
"Bra037787","PF01196","PTHR14413","KOG3280","","","AT5G64650.1","","Ribosomal protein L17 family protein"
"Bra037799","PF02446","","","2.4.1.25","K00705","AT5G64860.1","DPE1","disproportionating enzyme"
"Bra037832","PF00578","PTHR22274:SF7","KOG4498","","","AT5G65840.1","","Thioredoxin superfamily protein"
"Bra037862","","PTHR21297","","","","AT4G08540.1","","DNA-directed RNA polymerase II protein"
"Bra037888","","","","","","AT4G09830.1","","Uncharacterised conserved protein UCP009193"
"Bra037962","PF00076","PTHR10432","KOG0148","","","AT1G54080.1","UBP1A","oligouridylate-binding protein 1A"
"Bra037976","PF00364,PF02817,PF00198","PTHR23151","KOG0557","2.3.1.12","K00627","AT1G54220.1","","Dihydrolipoamide acetyltransferase, long form protein"
"Bra037984","","","","","","AT1G55205.2","",""
"Bra038011","PF01241","","","","","AT1G55670.1","PSAG","photosystem I subunit G"
"Bra038024","","","","","","AT5G62000.1","ARF1-BP,ARF2,HSS,ORE14","auxin response factor 2"
"Bra038032","PF01852","PTHR19308","KOG2761","","","AT1G55960.1","","Polyketide cyclase/dehydrase and lipid transport superfamily protein"
"Bra038040","PF03859,PF00023,PF00612","PTHR23335","KOG0520","","","AT4G16150.1","","calmodulin binding;transcription regulators"
"Bra038157","PF04398","","","","","AT1G56580.1","SVB","Protein of unknown function, DUF538"
"Bra038165","","","","","","AT1G56420.1","",""
"Bra038166","PF00262","PTHR11073","KOG0674","","","AT1G56340.2","AtCRT1a,CRT1,CRT1a","calreticulin 1a"
"Bra038209","PF10409","PTHR12305","KOG2283","3.1.3.67","K01110","AT3G19420.1","ATPEN2,PEN2","PTEN 2"
"Bra038233","PF01565","PTHR10801","KOG1262","1.3.1.72","K09828","AT3G19820.1","CBB1,DIM,DIM1,DWF1,EVE1","cell elongation protein / DWARF1 / DIMINUTO (DIM)"
"Bra038281","PF00069,PF07714,PF06293","PTHR11295","KOG0660","2.7.11.24","K04371","AT3G45640.1","ATMAPK3,ATMPK3,MPK3","mitogen-activated protein kinase 3"
"Bra038298","PF04499","PTHR12634","KOG2073","","","AT3G45190.1","","SIT4 phosphatase-associated family protein"
"Bra038318","PF02136,PF00076","PTHR10693","KOG0116","","","AT1G69250.1","","Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain"
"Bra038389","PF00076","PTHR10432","KOG0131","","","AT4G09040.1","","RNA-binding (RRM/RBD/RNP motifs) family protein"
"Bra038424","PF07653,PF00018","PTHR10661","","","","AT1G31440.1","","SH3 domain-containing protein"
"Bra038470","PF00514","PTHR23315","","","","AT4G16490.1","","ARM repeat superfamily protein"
"Bra038489","PF07228","PTHR12320","KOG1379","","","AT4G16580.1","","Protein phosphatase 2C family protein"
"Bra038523","PF00046,PF02183","PTHR19418","","","K09338","AT2G22430.1","ATHB6,HB6","homeobox protein 6"
"Bra038600","PF02466","","KOG4608","","","AT5G63000.1","","Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein"
"Bra038613","PF07576,PF02148","PTHR10420","KOG0804","","","AT2G42160.1","BRIZ1","zinc finger (ubiquitin-hydrolase) domain-containing protein"
"Bra038636","PF00125,PF00808","PTHR10252","KOG1657","","","AT5G63470.2","NF-YC4","nuclear factor Y, subunit C4"
"Bra038646","PF00202","PTHR11986","KOG1401","5.4.3.8","K01845","AT5G63570.1","GSA1","glutamate-1-semialdehyde-2,1-aminomutase"
"Bra038666","","","","","","AT3G11600.1","",""
"Bra038688","PF00582","","","","","AT3G11930.2","","Adenine nucleotide alpha hydrolases-like superfamily protein"
"Bra038714","PF00023","PTHR18958","KOG4412","","","AT3G12360.1","ITN1","Ankyrin repeat family protein"
"Bra038729","","","","","","AT3G12560.1","ATTBP2,TRFL9","TRF-like 9"
"Bra038805","PF00009,PF03144,PF03143","PTHR23115","KOG0460","3.6.5.3","K02358","AT4G20360.1","ATRAB8D,ATRABE1B,RABE1b","RAB GTPase homolog E1B"
"Bra038815","PF00344","PTHR10906","","","K10956","AT2G18710.1","SCY1","SECY homolog 1"
"Bra038825","PF00069,PF07714","PTHR11295","KOG0661","","","AT4G13020.3","MHK","Protein kinase superfamily protein"
"Bra038835","PF00690,PF00122,PF00702","PTHR11939","KOG0205","3.6.3.6","K01535","AT2G18960.1","AHA1,HA1,OST2,PMA","H(+)-ATPase 1"
"Bra038863","PF01716","","","","K02716","AT3G50820.1","OEC33,PSBO-2,PSBO2","photosystem II subunit O-2"
"Bra038899","PF08450,PF03088","PTHR10426","KOG1520","","","AT3G51430.1","SSL5,YLS2","Calcium-dependent phosphotriesterase superfamily protein"
"Bra038942","PF00160","PTHR11071","KOG0880","","","AT5G35100.1","","Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein"
